Closing Price,Volume,Previous Day High,Previous Day Low,Next Day Opening Price
165.73,9464,182.33,148.14,160.75
250.93,7474,259.57,232.07,253.56
269,7883,277,265.67,269.66
459.43,1808,476.94,444.78,454.63
211.84,7637,215.56,208.34,212.57
387.09,3919,393.4,379.62,391.4
457.96,2132,461.26,441.39,455.05
442.68,9943,444.48,435.29,440.5
179.59,1504,192.29,161.35,181.08
211.89,9370,230,203.07,215.1
121.78,7325,125.24,114.89,123.2
293.32,7801,309.43,273.52,295.03
262.11,9999,270.32,252.72,260.38
318.12,3144,330.87,303.04,313.22
283.15,1208,298.66,270.76,286.55
394.32,4959,408.81,389.47,399.27
367.93,6544,371.53,357.43,371.6
271.44,1043,274.63,268.97,270.42
115.14,5841,133.7,100.67,113.66
237.52,6660,240.03,226.66,242.12
229.67,8896,234.82,226.35,234.56
135.74,3589,145.07,120.17,136.87
221.69,8415,238.29,205.41,221.84
494.95,5315,507.4,480,495.11
428.5,4017,440.35,421.25,425.52
420.66,4745,434.8,405.92,422.94
437.32,2911,453.56,425.35,434.03
446.02,6565,451.44,434.69,443.12
230.14,6263,231.5,216.82,231.88
228.9,5124,232.32,215.93,232.6
234.58,9953,238.72,218.4,236.24
427.42,5216,429.18,407.68,427.17
418.93,9206,434.13,404.13,420.88
106.76,5919,124.57,97.37,106.31
479.67,5567,494.17,469.9,481.21
214.23,2705,218.81,212.67,217.03
350.46,9083,362.98,346.42,345.6
355.97,3734,366.86,350.63,353.16
145.35,5097,161.93,125.54,147.38
378.3,2055,397.2,362.8,377.31
313.43,5974,328.55,309.74,313.65
344.36,2333,355.1,333.89,346.21
278.77,8977,289.48,273.71,279.04
421.75,6789,438.09,415.09,425.11
354.06,4336,357.39,341.58,352.86
177.17,1645,181.08,164.79,179.09
401.09,3816,408.62,383.53,400.34
301.02,4468,316.22,296.9,301.32
114.91,3821,117.16,104.46,111.05
257.94,9802,265.48,245.56,261.25
260.69,2180,267.74,242.01,258.89
420.57,5289,430.8,409.76,418.59
193.59,8674,203.4,186.11,189.47
281.01,8751,295.59,274.46,281.08
121.76,5520,134.65,116.66,120.94
452.58,2830,470.73,433.29,448.57
277.53,3590,281.96,265.07,280.05
442.64,9204,451.85,435.87,438.3
370.89,7214,379.5,355.74,367.35
227.94,4122,231.08,221.45,227.55
385.08,5672,389.21,374.51,383.66
287.54,5652,294.94,286.05,285.3
236.49,1624,251.46,219.41,237.13
367.17,3027,371.02,348,367.41
409.73,5660,415.78,392.29,409.06
375.44,5536,389.3,371.19,378.21
285.14,1143,297.48,268.46,285.13
203.72,4829,206.71,196.13,208.51
424.16,1271,443.09,405.37,427.18
238.66,6466,242.47,231.98,234.72
345.18,4123,347.35,342.48,342.92
146.14,8896,152.92,128.93,146.5
396.11,3041,397.61,392.89,395.8
481.17,3642,482.75,469.88,476.63
279.72,6574,291.71,271.57,280
319.34,2529,337.31,303.96,320.4
459.8,3635,468.44,444.57,459.43
418.12,9855,424.86,402.37,421.78
484.91,1452,503.29,482.71,485.48
206.43,7912,208.59,189.12,209.29
288,7598,297.99,278.14,288.87
282.26,3543,288.06,277.09,286.35
289.24,5695,297.49,282.56,286.38
465.25,5284,474.06,447.1,468.57
182.21,6693,193.56,181.09,181.69
457.96,2231,467.57,441.73,459.93
328.45,5579,348.22,309.9,329.11
314.74,8236,316.22,308.99,310.83
266.6,7740,282,249.98,265.97
315.86,6808,317.83,311.8,317.6
421.32,4506,430.51,420.01,425.3
296.89,4616,301.73,284.41,294.08
410.41,9150,429.37,397.13,408.96
266.65,2849,281.38,262.8,265.26
173.16,8004,182.95,162.42,173.4
265.87,2769,284.96,257.54,269.5
389.34,7822,404.04,386.89,388.29
440.7,6861,459.79,430.05,437.17
408.65,9440,423.04,396.53,408.72
249.78,6062,252.26,244.66,245.16
331.66,7588,344.37,316.6,330.1
244.18,4164,263.81,241.8,244.32
381.8,3825,386.87,370.33,381.98
274.58,3835,290.64,267.82,277.78
405.93,1236,410.44,396.65,408.95
105.12,8816,114.71,87.14,102.94
236.06,7853,238.67,222.33,234.07
451.29,6907,458.76,447.46,456.11
229.42,6695,245.17,211.58,228.33
257.91,9823,259.77,249.82,254.33
416.29,4135,423.38,408.81,417.86
137.85,7447,150.81,127.32,135.28
224.76,3350,243.78,219.86,225.79
409.79,1191,415.45,391.42,413
482.81,6804,487.1,472.92,479.54
413.13,2296,418,404.65,412.65
168.96,9626,174.46,164.72,167.79
434.01,7849,447.14,417.76,439
290.31,6993,310.28,271.21,292.43
413.2,3251,424.15,395.68,409.03
195.74,9076,201.9,191.67,193.03
236.45,3586,251.65,221.17,233.03
460.65,4161,464.66,455.78,455.81
464.32,1626,465.89,462.58,462.48
214.07,3087,226.57,203.87,212.31
133.42,4652,138.42,119.68,130.77
471.61,9351,480.19,468.24,472.14
220.16,9527,225.55,207.66,217.35
148.05,2865,166.49,131.02,152.46
239.25,8673,246.67,234.27,241.57
212.8,2403,222.33,203.67,209.01
132.22,1499,137.68,121.75,129.91
493.5,7408,496.11,476.7,498.32
217.51,2846,228.25,201.85,214.51
208.95,3879,226.46,193.33,205.12
267.97,4854,275.65,254.07,265.3
265.93,3083,281.77,253.19,268.07
273.53,3624,275.15,262.86,273.71
462.65,9224,468.13,454.63,458.33
124.09,8744,127.59,113.34,122.71
476.66,3949,485.31,459.44,472.52
366.37,5954,384.36,354.53,364.28
379,3500,387.1,359.28,375.71
163.14,7217,175.6,159.43,160.35
231.65,8018,249.71,222.27,234.43
120.89,2049,128.72,116.08,123.72
361.23,1689,369.18,353.29,363.56
235.94,4125,238.61,219.93,237.82
320.5,5301,328.13,303.83,317.95
401.09,8360,416.27,399.49,400.5
321.41,2826,338.46,302.3,321.01
128.6,8196,143.33,111.03,128.95
124.66,8838,125.79,106.46,128.22
446.86,9459,450.09,438.7,450.75
204.86,2092,219.75,194.42,202.02
244.88,8917,263.79,240.68,244.2
187.36,9324,201.57,178.82,183.84
379.55,9207,384.85,376.16,381.03
254.44,6702,257.48,237.04,255.16
282.53,5305,300.19,270.49,286.04
369.79,4951,372.67,366.2,369.97
349.23,5681,353.1,331.52,352.04
409.74,1472,422.07,407.21,407.92
399.53,7315,404.14,380.92,401.47
275.96,1840,281.28,272.95,271.36
176.74,8439,180.44,162.1,173.26
189.29,2149,208.23,176.03,188.76
382.7,7679,386.07,366.82,386.56
204.52,4770,223.21,192.79,208.37
276.18,1481,283.38,268.53,277.17
143.16,8814,159.77,136.95,139.46
148.9,4483,167.95,129.94,150.71
199.98,4234,210.84,190.59,196.75
133.93,4001,149.57,116.93,132.44
209.82,6919,215.88,195.09,207.97
327.28,3365,335.55,313.81,331.12
397.91,4169,409.41,378.47,399.84
113.08,5695,130.24,101.34,108.79
340.25,6160,353.04,325.32,343.68
245.27,5077,246.69,228.13,244.58
190.66,8937,197.45,188.78,193.2
112.74,7825,130.18,92.81,115.51
230.37,1266,235.94,224.39,235.36
415.87,5827,423.86,401.52,414.34
312.01,9534,320.41,292.89,315.65
410.26,3808,414.19,394.76,408.13
264.94,4729,272.59,259.58,269.9
437.3,2002,453.83,429.42,436.4
160.14,1279,177.27,151.27,161.74
428.01,6108,440.05,415.87,432.96
290.4,3069,304.3,277.94,287.4
398.4,3570,409.56,382.43,399.64
196.17,6755,198.01,178.84,201.15
294.46,9827,308.7,291.76,298.9
393.12,5550,413.05,386.93,390.32
293.5,8353,298.83,285.97,289.49
283.24,7628,302.9,281.99,282.5
424.26,1609,444.22,415.33,426.9
164.94,8660,168.63,157.12,167.84
290.04,3241,308.64,279.06,291.11
428.95,6486,442.78,426.05,430.1
438.1,9116,447.96,429.24,434.31
147.31,7508,154.86,134.96,146.72
440.06,9041,453.03,423.79,440.82
104.86,9359,121.87,89.3,106.7
442.22,3226,443.87,433.53,438.14
205.91,3440,217.08,197.51,207.81
331.27,1652,344.62,329.56,335.68
103.85,7475,105.34,101.28,106.71
392.6,7281,410.49,375.02,393.84
272.62,8570,291.71,256.31,268.6
438.32,6991,450.96,436.92,441.26
322.21,2247,325.43,304.44,323.84
433.86,2624,452.58,421.2,434.35
344.67,4850,360.96,328.43,347.69
398.35,3716,399.89,387.8,400.09
399.19,1824,411.19,395.33,398.89
198.66,8173,201.84,190.88,196.01
330.9,1090,334.58,321.35,330.94
449.55,7434,454.2,434.22,446.09
451.55,8807,460.08,435.11,447.15
253.88,1314,271.53,238.8,251.22
229.96,5621,231.55,219.9,228.63
361.59,6805,375.68,347.98,363.06
411.4,3934,430.72,404.78,411.39
114.19,7331,127.37,94.42,116.54
137.37,3537,153.87,133.18,139.75
411.49,3132,429.63,396.74,413.55
274.72,2409,289.3,270.78,275.19
367.06,7468,380.6,360.72,368.69
428.15,3799,429.49,412.92,432.92
402.72,6843,413.58,387.87,404.78
423.89,7617,433.8,420.52,426.31
305.55,5798,316.48,291.66,303.46
163.11,6026,172.33,158.24,162.89
289.4,6113,307.63,269.92,288.76
485.32,1855,503.21,472.86,483.85
222.18,9217,225.57,221.12,221.78
267.71,7780,278.83,262.75,268.69
406.17,8409,425.41,400.81,407.42
130.39,2818,142.76,124.69,133.79
402.82,9466,419.05,391.23,404.38
209.69,4620,217.78,204.78,213.38
206.93,8971,215.1,198.09,208.5
332.97,8388,340.16,328.68,331.47
202.11,4199,203.53,188.44,203.42
356.46,3666,375.03,344.66,358.75
463.54,5943,471.18,450.6,465.4
261.85,3510,269.83,242.47,265.35
477.42,2823,492.85,468.83,481.48
476.91,9447,487.92,471.81,475.26
183.03,6361,190.91,163.05,178.82
272.71,8287,290.5,270.61,274.28
496.05,8173,512.73,479.65,492.15
151.4,3920,170.96,147.32,155.24
290.14,9848,303.32,276.51,293.36
272.75,6611,286.86,262.75,274.89
424,7913,431.16,407.06,428.26
164.83,2291,167.73,149.94,168.71
188.6,3924,191.62,184.33,192.83
170.22,8563,183.49,156.58,172.58
166.65,4634,169.8,161.53,165.34
203.11,9239,221.34,198.9,198.59
311.29,8846,325.66,308.69,306.9
382.76,2513,388.05,379.6,385.69
252.12,6224,258.43,237.75,249.04
278.49,1069,292.98,258.64,276.62
416.96,7504,433.62,403.12,417.82
310.09,5953,327.04,295.63,306.4
335.91,3861,348.33,320.04,340.76
307.19,6694,311.14,289.3,310.36
415.89,6095,432.44,409.8,416.74
173.39,5910,189.43,160.91,177.48
492.5,6165,509.37,487.38,492.44
451.77,5175,455.77,440.78,455.74
260.1,3470,274.11,255.14,263.36
266.04,5572,285.28,263.82,261.18
439.6,2585,445.46,436.92,442.56
278.23,8472,292.84,258.68,281.07
303.27,2433,309.18,302.15,301.44
398.39,3013,405.23,384.28,398.32
255.2,9554,265.42,237.34,251.58
281.61,2299,299.61,273.13,283.27
114.85,2252,116.58,100.39,116.59
153.27,8542,173.08,145.64,158.09
283.46,9524,299.13,272.41,285.69
118.27,7623,126.1,99.49,117.74
222.81,4537,230.53,221,219.61
274.9,9872,285.07,268.82,277.77
140.65,6501,158.28,137.63,139.18
126.13,3314,127.47,115.71,130.57
106.51,8038,117.93,90.87,104.28
294.13,5173,296.19,274.57,291.1
158.73,1817,161.93,154.78,159.94
375.44,2908,389.56,373.6,379.59
297.18,1360,302.63,293.55,293.59
107.57,9252,109.37,88.17,102.99
123.61,5102,127.73,116.53,128.29
467.11,2294,472.08,461.04,463.48
149.73,5616,165.36,134.77,150.81
402.93,1212,415.8,399.64,399.92
198.51,9422,213.48,190.88,195.19
228.63,7970,236.65,224.88,225.19
109.92,9859,113.07,90.4,112.02
322.46,9073,338.76,316.04,325.06
286.82,4189,290.49,280.7,283.02
397.98,5183,406.25,384.93,394.35
462.28,6635,468.26,460.96,466.62
319.08,1750,325.72,305.67,319.97
480.91,3274,493.34,471.28,483.72
159.26,2267,163.38,154.76,155.06
237.86,1420,247.33,227.62,233.38
431.94,5526,445.07,411.96,430.9
321.33,2383,338.84,304.39,321.88
318.79,6590,326.84,299.28,317.51
284.15,6832,291.21,265.56,286.29
107.47,4654,115.46,90.88,109.16
132.14,1146,142.65,124.78,131.6
135.81,4884,142.75,120.94,131.6
175.78,2353,181.54,167.34,176.74
137.71,6173,145.84,128.55,135.13
142.64,4884,158.42,125.05,141.5
354.76,9962,360.56,349.86,349.9
147.34,3123,164.39,140.7,147.55
286.01,4461,292.43,267.33,288
125.25,2773,137.71,110.96,126.03
207.76,2740,227.21,205.53,210.28
469.74,5541,488.82,466.43,474.73
112.4,1392,121.66,100.39,113.73
450.78,1040,453.07,434.61,448
403.84,3970,421.99,387.78,404.57
468.37,8860,471.78,459.29,465.82
414.75,3057,433.3,408.84,413.05
430.47,1560,445.39,414.51,428.99
143.09,7632,161.84,124.15,143.29
434.22,8560,447.86,424.78,434.46
290.85,7873,310.76,287.24,292.52
240.63,3685,250.5,228.05,240.01
161.54,4762,168.81,159.18,158.42
100.27,7371,108.74,87.65,100.18
357.05,3314,364.71,352.77,360.02
390.41,4330,399.02,379.61,392.44
255.24,4835,273.05,242.35,251.39
165.7,3492,177.95,156.21,170.18
157.83,3632,172.61,141.11,155.88
167.3,7173,173.76,159.18,168.16
122.48,2615,142.29,118.54,117.8
243.86,2031,250.19,234.04,247.95
346.46,2192,350.49,327.16,348.3
278.84,3199,294.63,261.12,276.6
150.19,1380,167.13,143.28,152.03
426.46,8587,434.94,420.85,424.39
214.82,8056,226.1,204.64,212.42
341.07,4839,349.94,327.62,340.54
198.27,2350,204.86,179.67,199.27
338,5686,354.45,325.34,335.09
151.86,4131,167.25,134.98,154.29
362.2,2151,372.42,347.97,362.98
329.27,2193,338.92,326.34,324.34
307.72,1551,312.14,289.77,308.21
186.84,7588,199.94,182.04,186.04
311.66,7095,330.21,303.7,313.36
458.84,4379,473.5,441.88,462.82
150.11,6503,160.73,130.5,147.73
381.49,1252,383.23,374.59,383.23
145.49,6083,164.16,137.2,142
235.26,7790,242.11,225.04,231.12
373.53,9370,380.23,363.07,377.85
324.09,9448,334.01,308.84,327.72
371.31,7675,380.46,354.78,371.32
485.34,3601,504.63,465.51,481.73
487.84,8768,491.98,471.56,485.48
465.95,3642,480.04,459.25,466.62
297.93,7927,300.96,290.13,299.45
236.42,9079,242.68,223.67,238.32
211.84,7831,226.56,197.79,214.32
330.28,4039,346.55,327.57,327.37
281.43,4382,291.34,273.9,279.39
497.81,9939,513.81,492.96,492.94
314.23,8835,333,303.58,309.97
231.59,3710,250.37,227.39,229.69
354.38,3492,361.89,342.35,351.24
117.49,1095,124.42,107.61,117.41
144.31,5439,159.12,135.64,147.8
365.47,1243,378.89,352.14,367.7
149.34,9729,157.79,140.43,151.88
402.16,5371,407.51,393.58,403.17
124.76,2835,137.51,111.39,126.77
337.56,4857,346.73,335.47,334.36
371.39,8267,374.9,362.18,371.92
411.84,6977,424.98,407.13,412.54
454.28,7540,468.54,452.55,455.57
224.89,1601,232.81,223.24,227.69
387.67,7184,404.47,383.48,392.11
132.29,8118,134.69,123.05,134.41
431.92,4512,442.34,420.15,436.14
456.09,8638,475.26,439.97,456.59
399.46,7793,404.08,386.92,397.36
212.53,9132,216.81,201.65,214.12
124.94,2635,133.13,123.25,129.75
268.64,9463,274.74,261.98,270.74
208.25,7111,213.46,194.1,212.94
312.08,9074,331.12,305.94,307.3
257.54,4942,265.1,245.25,255.13
154.4,5064,156.53,141.92,152.13
434.67,7639,452.77,427.88,433.94
445.87,8107,455.38,434.01,441.17
425.26,6590,440.24,422.09,429.4
184.14,1192,192.12,169.33,186.21
271.4,1507,290.17,269.97,267.24
168.59,2161,175.05,166.92,165.33
366.08,8478,379.67,348.55,367.11
421.99,4999,438.65,409.97,426.08
332.61,8724,338.14,328.52,328.49
318.44,7330,334.67,306.01,317.78
385.99,8013,402.04,377.96,382.99
145.42,7430,164.74,139.3,142.23
199.06,4540,217.6,182.65,201.36
225.47,5567,233.86,215.4,228.74
313,2658,325.22,306.43,317.21
490.41,3135,508.99,471.48,492.25
445.2,5531,446.29,441.07,440.86
198.82,6893,211.74,195.12,197.39
193.19,4803,198.29,190.35,192.61
274.26,4833,289.3,270.89,272.02
489.86,2865,505.99,484.06,490.26
160.98,3903,175.53,146.71,158.31
482.78,6182,502.7,469.01,486.77
176.17,6593,186.27,160.66,172.6
454.57,9064,466.24,442.64,453.83
432.11,4091,440.89,421.76,428.36
452.93,3753,472.43,443.72,451.51
456.71,2729,475.24,439.09,456.55
187.25,2991,207,179.73,187.79
411.48,5917,431.19,393.54,409.8
372.83,4928,390.84,366.59,375.92
451.57,2297,470.26,447.58,451.72
296.13,2744,299.4,290.28,301.05
265.38,2287,269.68,254.9,261.62
390.49,8218,408.31,371.9,387.32
207.94,2874,222.75,203.57,210.96
428.02,8012,445.65,416,428.56
214.39,4537,230.02,209.26,212.99
117.29,9824,120.94,103.41,116.39
320.59,8729,339.01,310.76,321.23
434.39,8720,450.04,419.45,430.25
376.19,8483,388.03,358.92,378.84
495.72,5420,506.83,488.36,495.21
156.29,7990,168.19,137.47,155.42
237.83,1222,246.24,227.93,240.56
251.98,6725,268.24,233.18,252.67
123.26,1838,141.53,117.88,125.8
117.2,5883,123.01,99.16,121.49
111.78,1038,113.5,104.44,116.24
263.55,1770,268.41,248.29,262.84
437.9,4334,453.29,418.51,433.6
383.86,3432,401.36,365.53,378.98
278.71,6530,286.33,268.9,280.76
205.61,9896,209.5,198.05,201.42
106.23,6587,123.54,93.59,105.13
170.15,5203,175.23,155.74,171.77
254.88,2210,260.47,243.61,259.86
248.18,7401,250.94,231.06,245.41
203.74,1763,222.04,201.64,198.84
498.85,1351,506.06,486.46,494.26
278.95,9467,283.22,267.97,276.19
207.13,4555,226.25,205.38,212.06
262.83,9474,270.2,261.58,258.6
211.77,4667,226.97,199.25,214.26
240.84,1318,246.21,237.6,237.34
150.35,9916,165.16,134.75,147.39
100.34,8722,105.75,81.3,96.2
296.65,2668,309.77,292.28,293.93
295.66,5470,305.03,279.48,291.81
162.78,2524,178.96,150.55,157.96
433.07,2726,447.95,423.56,436.06
176.72,5245,195.5,163.37,173.63
408.08,4163,416.23,391.83,404.26
176.11,7795,191.44,156.67,173.83
212.51,7758,231.91,198.96,215.04
207.95,5809,215.34,192.76,205.2
191.84,1239,198.35,179.29,192.25
481.03,1610,496.64,469.29,478.2
205.38,1228,214.85,203.15,204.26
293.99,6008,302.56,290.04,294.2
394.07,9947,405.44,385.86,396.65
227.65,7874,246.43,214.31,225.47
104.68,9499,107.27,102.24,104.15
404.68,2352,414.52,393.33,406.11
213.61,4250,216.71,212.36,211.37
449.27,1921,467.06,433.72,446.47
296.46,1735,300.06,282.79,297.15
349.76,4402,352.47,338.87,354.29
480.38,6895,499.7,468.53,484.48
447.98,6843,459.69,429.26,448.99
417.06,4363,433.75,398.83,416.28
312.29,2177,322.23,296.23,312.95
167.72,6080,176.99,160.33,170.74
436.42,1918,454.74,433.38,432.35
137.58,4045,157.39,130.47,140.39
454.98,9667,467.74,439.7,456.56
406.5,1330,424.95,393.89,404.19
421.38,1348,438.77,406.98,425.14
250.88,7059,262.21,247.88,246.68
133.98,1467,152.87,129.97,138.17
390.78,2751,395.77,377.16,389.66
491.23,1686,509.04,483.16,494.33
443.36,5264,450.24,435.35,439.91
436.56,8436,438.14,428.09,437.23
352.92,9129,368.88,336.8,348.26
146.51,4257,165.18,132.23,144.29
445.31,7874,450.43,442.3,448.61
188.82,6441,199.96,181.27,188.36
205.8,9445,221.04,192,207.39
402.34,8620,409.64,382.8,405.42
386.76,1026,390.55,368.43,387.07
129.03,3618,137.48,123.31,129.88
200.78,1986,210.46,198.53,203.45
427.07,2613,442.18,415.18,423.28
479.83,3746,484.61,471.11,475.55
206.52,9887,223.01,202.04,207.74
404.26,7612,414.8,390.88,409.01
302.25,4376,320.43,298.21,303.7
252.02,2755,263.77,244.35,254.08
459.25,9848,468.74,443.15,460.83
319.28,5473,325.73,305.28,320.34
376.7,2272,379.72,364.17,373.68
336.98,7911,345.04,318.29,340.38
357.43,5005,366.29,354.05,358.2
306.91,2024,318.71,292.78,311.7
313.38,3585,330.71,310.15,309.07
440.87,8364,450.68,437.28,438.85
221.06,6996,228.03,210.44,217.06
394.55,9819,412.14,393.09,398.14
207.43,7572,222.37,196.91,210.61
128.29,1268,135.13,127.11,131.02
461.29,3656,465.47,448.85,463.08
264.26,2432,270.79,257.34,260.33
373.27,8441,376.62,370.69,372.33
403.15,9246,421.32,387.32,405.2
418.8,7042,431.43,410.4,417.41
190.53,7711,207.94,181.09,192.71
362.27,9123,378.86,354.15,360.12
404.1,7227,408.01,401.51,404.53
147.91,3341,157.33,138.18,146.46
156.52,4017,175.99,142.88,160.74
245.56,9155,251,227.4,244.98
220.67,9658,222.62,205.16,218.53
418.89,9756,426.47,416.39,414.46
357.08,3430,367.79,352.93,353.53
299.19,5255,301.25,297.34,299.84
142.56,7373,151.67,139.29,144.57
145.03,8371,150.84,134.9,149.57
306.81,2794,311.84,301.63,307.77
453.15,1831,459.16,439.84,454.96
410.03,7539,413.03,408.41,411.23
452.63,1281,455.08,435.34,456.65
326.06,7948,338.38,312.18,324.08
188.55,8537,207.56,169.14,189.58
112.72,4657,129.01,93.62,117.32
476.11,4627,492.95,461.94,471.18
290.09,9330,305.06,286.09,287.8
443.61,7098,462.77,438.39,446.19
393.19,5548,412.25,386.92,392.89
432.87,8447,448.65,423.76,429.55
184.26,7747,198.86,172.41,184.98
371.78,9722,378.58,357.81,371.93
389.08,4702,391.81,386.64,388.62
321.05,1108,323.81,308.45,319.46
434.09,9166,449.08,431.97,429.62
495.28,1722,496.82,478.57,496.32
104.22,1498,120.73,102.45,104.39
282,7992,289.96,273.59,282.85
401.56,3830,406.21,392.58,396.58
390.26,4517,399.01,378.42,386.09
287.14,7282,301.5,284.33,283.82
436.86,1268,443.09,418.13,436.35
370.02,9528,374.32,361.74,373.1
319.34,6147,334.36,310.82,316.8
209.15,6275,226.89,203.54,212.24
246.94,8183,259.06,231.1,244.29
495.62,6923,506.58,494.47,498.11
462.45,4824,477.79,459.43,466.19
378.26,2191,393.18,368.31,381.42
443.56,8059,444.68,424.17,445.95
154.39,1352,160.75,152.72,149.78
207.03,3561,225.74,204.85,205.33
454.06,1204,473.31,439.48,451.03
288.34,4329,299.04,273.37,288.09
336.38,2786,348.02,318.33,334.92
453.47,3431,454.48,441.51,454.64
261.6,4428,275.38,252.94,262.26
292.72,3372,297.76,283.15,292.03
144.87,3117,148.3,135.67,147.54
496.57,1561,503.35,477.07,491.71
489.35,2887,502.98,481.13,493.01
218.62,5271,227.91,215.79,213.64
440.99,7654,448.62,434.49,440.51
394.83,9912,409.64,375.59,398.64
158.64,1392,175.1,149.5,157.82
109.56,1244,127.07,102.55,112.11
105.63,6031,115.08,98.73,104.66
126.29,9321,140.93,125.12,129.8
350.96,7728,368.78,337.93,355.95
296.87,5704,315.14,282.11,300.85
498.7,9056,509.05,491,494.26
214.62,4090,222.37,197.03,211.1
390.28,5844,408.38,375.16,390.7
254.84,2852,260.81,242.42,259.46
139.33,8142,155.47,124.96,138.39
450.86,8357,469.12,435.24,448.63
260,8820,275.06,248.99,264.65
466.77,2937,480.69,458.21,468.86
474.77,5993,476.73,471.38,477.48
428.06,7146,432.92,419.36,424.17
111.07,1901,124.74,99.62,108.7
486.41,9091,502.33,467.4,486.45
149.67,2356,151.87,145.72,152.03
472.52,2363,473.89,457.14,471
342.62,7303,349.54,337.04,339.66
250.98,4486,264.24,231.8,250.36
388.53,8432,399.25,376.22,387.77
302.74,7210,303.9,293.52,306.47
417.79,2973,421.67,410.2,422.13
305.51,5336,320.8,300.67,302.2
247.56,3796,254.22,232.99,245.36
244.34,8296,247.56,231.25,247.2
241.64,1424,243.61,223.73,239.09
289.16,4296,306.32,276.81,286.81
144.05,2200,154.01,139.82,145.82
364.68,8260,375.25,350.71,364.79
236.55,7140,238.71,218.85,238.59
324.62,9625,334.9,304.8,320.34
310.61,3795,323.88,296.59,310.65
442.85,2965,446.18,436.35,444.58
444.68,8627,462.82,432.93,444.42
495.67,6633,511.56,484.89,491.95
196.63,7868,212.87,185.9,192.97
113.78,1668,124.98,111.29,114.66
269.96,8068,277.31,265.27,266.4
458.65,5466,471.82,447.7,456.69
340.1,6308,345.38,323.94,339.51
249.41,5960,253.01,244.96,250.34
408.85,3307,420.08,404.73,406.5
384.94,8355,395.03,369.5,383.99
385.43,7404,389.28,371.31,384.1
305.83,5652,316.91,295.62,301.8
312.19,2287,323.58,310.24,315.23
322.33,2861,339.89,312.35,324.75
321.05,3984,336.48,304.19,323.89
182.53,6129,187.66,181.32,179
198.31,1803,214.86,195.36,198.49
249.61,5198,269.02,233.23,247.91
442.19,3957,456.8,431.21,440.67
284.96,7987,300.91,271.37,280.62
470.53,7928,476.59,455.37,474.99
417.35,1500,437.2,410.65,421.75
444.6,2228,448.95,437.94,443.68
153.66,1096,168.93,147.64,157.2
159.51,7540,168.02,155.34,157.82
194.65,9111,202.43,187.86,195.24
365.05,4884,371.47,345.94,367.49
290.51,4638,299.89,287.88,290.75
167.93,5657,183.95,162.35,164.56
398.31,3543,417.19,391.27,397.1
306.99,8699,315.9,303.07,309.59
392.4,7092,405.78,389.93,395.21
463.79,9383,479.77,459.71,462.17
465.9,7381,468.79,454.87,466.3
220.45,1224,239.7,208.11,217.52
163.41,8356,168.43,158.32,160.92
273.53,1772,291.92,262.96,269.98
133.55,4012,153.3,132.43,132.93
117.59,3666,120.5,105.15,119.79
491.25,2624,509.21,490.22,495.04
488.73,9123,501.91,475.52,489.18
240.71,4474,257.25,230.53,242.23
428.21,5152,431.28,425.13,425.88
189.37,1519,206.22,186.69,186.39
266.92,4529,279.81,265.79,265.87
390.58,1872,401.28,379.1,391.17
320.22,1957,331.86,303.89,315.55
428.45,4031,443.59,411.17,424.37
492.02,9428,498.67,480.2,493.32
103.61,5428,122.53,85.75,100.6
469.81,8991,476.65,452.43,469.34
265.38,5720,283.04,251.11,269.74
263.18,4226,264.41,255.28,266.81
100.26,2567,118.68,83.55,95.9
433.74,1909,450.92,425.3,429.33
403.6,2960,406.95,394.93,400.05
457.6,7261,472.61,443.72,453.77
166.94,2385,175.05,148.31,164.48
186.05,1815,196.16,175.54,184.77
221.41,6349,223.72,217.05,217.24
312.08,4784,317.12,308.38,311.69
238.05,1321,257.17,231.3,238.34
219.89,5398,228.83,210.2,221.51
173.08,8642,174.57,166.42,172.14
163.68,1843,174.47,149.15,161.64
289.18,3571,309.08,277.87,290.61
278.36,7594,285.68,269.63,282.47
414.05,9602,417.74,409,413.02
429.53,8330,442.76,417.03,427.47
380.25,8180,398.72,366.44,382.42
432.48,7901,449.81,416.58,436.25
143.54,3500,157.02,123.71,148.14
283.1,3809,287.6,277.71,280.31
214.58,2875,230.48,213.29,212.61
200.72,5154,217.36,190.21,204.78
385.08,7102,402.22,366.52,382.78
432.49,4339,441.17,426.77,430.95
145.89,9860,154.66,130.53,147.29
149.64,4071,153.59,142.57,150.32
355.76,7591,371.44,347.33,359.54
157.72,3930,172.73,138.71,158.84
407.35,6674,410.25,397.59,407.24
431.48,6253,432.86,416.7,427.22
309.14,9404,328.22,297.69,313.89
463.36,3146,464.69,447.85,462.58
108.14,4342,121.08,101.11,108.87
190.56,7801,200.18,172.9,190.58
409.18,3222,424.95,397.75,411.56
482.92,6633,485.59,476.05,484.38
484.23,5996,498.2,482.51,482.66
100.16,7632,112.84,98.91,100.36
352.75,8922,369.96,345.03,356.01
110.93,3601,121.78,105.83,112.27
380.13,4538,394.97,378.13,384.68
407.22,9719,416.53,395.71,409.76
443.07,6835,462.76,423.28,442.92
311.78,9919,323.41,302.75,314.85
440.04,9784,455.36,428.55,439.47
469.54,8767,472.3,464.36,466.67
313.29,4497,323.08,308.4,314.59
309.65,7719,311.87,302.41,308.19
302.34,8558,305.66,285.48,297.59
301.85,8496,312.47,282.6,299
